"Supplied Name","verbatimScientificName","vernacularName","rawFamily","sourceStatus","status","IUCN_equivalent_status","taxonRank","guid","scientificName","genus","family","order","class","phylum","kingdom","vernacularName","matchType","nameType"
"Conilurus capricornensis","Conilurus capricornensis","Capricorn Rabbit-rat","Muridae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/be712ab1-0c93-42aa-a623-02abb0792153","Conilurus capricornensis","Conilurus","Muridae","Rodentia","Mammalia","Chordata","Animalia","Capricorn Rabbitrat","exactMatch",
"Cophixalus monticola","Cophixalus monticola","Mountain-top Nursery-frog","Microhylidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/db149801-d428-4239-ad03-a4483ea78de6","Cophixalus monticola","Cophixalus","Microhylidae","Anura","Amphibia","Chordata","Animalia","Mountain Nursery Frog","exactMatch",
"Pterostylis chlorogramma","Pterostylis chlorogramma","Green-striped Greenhood","Orchidaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51412060","Pterostylis chlorogramma","Pterostylis","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Green-striped Greenhood","exactMatch",
"Acacia kingiana","Acacia kingiana","-","Fabaceae","Extinct","Extinct","Extinct","","https://id.biodiversity.org.au/node/apni/2896483","Acacia kingiana","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Eucalyptus synandra","Eucalyptus synandra","Jingymia Mallee","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2920831","Eucalyptus synandra","Eucalyptus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Skirt Mallee","exactMatch",
"Callistemon megalongensis","Callistemon megalongensis","Megalong Valley Bottlebrush","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2895359","Callistemon megalongensis","Callistemon","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Megalong Valley Bottlebrush","exactMatch",
"Eucalyptus recurva","Eucalyptus recurva","Mongarlowe Mallee","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2892273","Eucalyptus recurva","Eucalyptus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Mongarlowe Mallee","exactMatch",
"Solanum dunalianum","Solanum dunalianum","-","Solanaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2892728","Solanum dunalianum","Solanum","Solanaceae","Solanales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Euastacus hystricosus","Euastacus hystricosus","Conondale Spiny Crayfish","Parastacidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/77b6e3b9-5130-4aea-8c6d-791c0b3d6539","Euastacus hystricosus","Euastacus","Parastacidae","Decapoda","Malacostraca","Arthropoda","Animalia",,"exactMatch",
"Breynia macrantha","Breynia macrantha","-","Phyllanthaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51291127","Breynia macrantha","Breynia","Phyllanthaceae","Malpighiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Pandanus spiralis var. flammeus","Pandanus spiralis var. flammeus","Edgar Range Pandanus","Pandanaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/7730426","Pandanus spiralis","Pandanus","Pandanaceae","Pandanales","Equisetopsida","Charophyta","Plantae","Pandanus Palm","exactMatch",
"Cryptocarya foetida","Cryptocarya foetida","Stinking Cryptocarya, Stinking Laurel","Lauraceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2908416","Cryptocarya foetida","Cryptocarya","Lauraceae","Laurales","Equisetopsida","Charophyta","Plantae","Stinking Laurel","exactMatch",
"Hibbertia tenuis","Hibbertia tenuis","Yundi Guinea-flower","Dilleniaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2916508","Hibbertia tenuis","Hibbertia","Dilleniaceae",,"Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Chorizema humile","Chorizema humile","Prostrate Flame Pea","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2898307","Chorizema humile","Chorizema","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Prostrate Flame Pea","exactMatch",
"Zieria collina","Zieria collina","-","Rutaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2897589","Zieria collina","Zieria","Rutaceae","Sapindales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Epilobium brunnescens subsp. beaugleholei","Epilobium brunnescens subsp. beaugleholei","Bog Willow-herb","Onagraceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2919559","Epilobium brunnescens subsp. beaugleholei","Epilobium","Onagraceae","Myrtales","Equisetopsida","Charophyta","Plantae","Bog Willow-herb","exactMatch",
"Isoodon obesulus nauticus","Isoodon obesulus nauticus","Southern Brown Bandicoot (Nuyts Archipelago)","Peramelidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/0a72ddbe-548a-431a-95cf-1e433f568479","Isoodon obesulus nauticus","Isoodon","Peramelidae","Peramelemorphia","Mammalia","Chordata","Animalia","Southern Brown Bandicoot (nuyts Archipelago)","exactMatch",
"Sporobolus pamelae","Sporobolus pamelae","a grass","Poaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2900177","Sporobolus pamelae","Sporobolus","Poaceae","Poales","Equisetopsida","Charophyta","Plantae","A Grass","exactMatch",
"Gastrolobium glaucum","Gastrolobium glaucum","Spike Poison, Wongan Poison","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2889973","Gastrolobium glaucum","Gastrolobium","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Spike Poison","exactMatch",
"Cyperus semifertilis","Cyperus semifertilis","-","Cyperaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2889742","Cyperus semifertilis","Cyperus","Cyperaceae","Poales","Equisetopsida","Charophyta","Plantae","Missionary Nutgrass","exactMatch",
"Eucalyptus raveretiana","Eucalyptus raveretiana","Black Ironbox","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2896993","Eucalyptus raveretiana","Eucalyptus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Black Ironbox","exactMatch",
"Geophaps scripta scripta","Geophaps scripta scripta","Squatter Pigeon (southern)","Columbidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/082bed5b-72fa-440f-8b16-9c8f3cd8875d","Geophaps (Geophaps) scripta scripta","Geophaps","Columbidae","Columbiformes","Aves","Chordata","Animalia","Southern Squatter Pigeon","exactMatch",
"Jacksonia pungens","Jacksonia pungens","Pungent Jacksonia","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2894015","Jacksonia pungens","Jacksonia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Pungent Jacksonia","exactMatch",
"Lemmaphyllum accedens","Lemmaphyllum accedens","-","Polypodiaceae","Extinct","Extinct","Extinct","","https://id.biodiversity.org.au/taxon/apni/51444978","Lemmaphyllum accedens","Lemmaphyllum","Polypodiaceae","Polypodiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Triplarina nowraensis","Triplarina nowraensis","Nowra Heath-myrtle","Myrtaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2916958","Triplarina nowraensis","Triplarina","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Nowra Heath Myrtle","exactMatch",
"Lawrencia buchananensis","Lawrencia buchananensis","-","Malvaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2889754","Lawrencia buchananensis","Lawrencia","Malvaceae","Malvales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Planchonella eerwah","Planchonella eerwah","Shiny-leaved Condoo, Black Plum, Wild Apple","Sapotaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2903411","Planchonella eerwah","Planchonella","Sapotaceae","Ericales","Equisetopsida","Charophyta","Plantae","Wild Apple","exactMatch",
"Spyridium eriocephalum var. glabrisepalum","Spyridium eriocephalum var. glabrisepalum","MacGillivray Spyridium","Rhamnaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2887920","Spyridium eriocephalum var. glabrisepalum","Spyridium","Rhamnaceae","Rosales","Equisetopsida","Charophyta","Plantae","Macgillivray Spyridium","exactMatch",
"Notomys aquilo","Notomys aquilo","Northern Hopping-mouse, Woorrentinta","Muridae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/b5981535-b6c0-41e3-b573-9e383b91a9a4","Notomys aquilo","Notomys","Muridae","Rodentia","Mammalia","Chordata","Animalia","Northern Hopping-mouse","exactMatch",
"Olearia macdonnellensis","Olearia macdonnellensis","-","Asteraceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51745980","Olearia macdonnellensis","Olearia","Asteraceae","Asterales","Equisetopsida","Charophyta","Plantae","Olearia","exactMatch",
"Elseya albagula","Elseya albagula","Southern Snapping Turtle, White-throated Snapping Turtle","Chelidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/045c0c03-1711-477e-8ee5-33c81eb42099","Elseya (Pelocomastes) albagula","Elseya","Chelidae","Testudines","Reptilia","Chordata","Animalia","Southern Snapping Turtle","exactMatch",
"Ricinocarpos brevis","Ricinocarpos brevis","-","Euphorbiaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2906525","Ricinocarpos brevis","Ricinocarpos","Euphorbiaceae","Malpighiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Hibbertia puberula subsp. glabrescens","Hibbertia puberula subsp. glabrescens","-","Dilleniaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2906171","Hibbertia puberula subsp. glabrescens","Hibbertia","Dilleniaceae",,"Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Amytornis merrotsyi merrotsyi","Amytornis merrotsyi merrotsyi","Short-tailed Grasswren (Flinders Ranges)","Maluridae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/d630e99a-5b97-44cc-a353-46facfee8364","Amytornis (Cryptamytis) merrotsyi merrotsyi","Amytornis","Maluridae","Passeriformes","Aves","Chordata","Animalia","Flinders Ranges Short-tailed Grasswren","exactMatch",
"Caladenia barbarella","Caladenia barbarella","Small Dragon Orchid, Common Dragon Orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51398821","Caladenia barbarella","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Small Dragon Orchid","exactMatch",
"Emoia nativitatis","Emoia nativitatis","Christmas Island Forest Skink, Christmas Island Whiptail-skink","Scincidae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/286824cf-fce6-4101-9c37-6dac6fcd9593","Emoia nativitatis","Emoia","Scincidae","Squamata","Reptilia","Chordata","Animalia","Christmas Island Whiptail-skink","exactMatch",
"Phaius australis","Phaius australis","Lesser Swamp-orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51407850","Phaius australis","Phaius","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Southern Swamp Orchid","exactMatch",
"Typhonium sp. Cox Peninsula (S.Nicholas 15/12/1999)","Typhonium sp. Cox Peninsula (S.Nicholas 15/12/1999)","-","Araceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/name/apni/51764149","Typhonium sp. Cox Peninsula (S.Nicholas 15/12/1999)","Typhonium","Araceae","Alismatales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Asterolasia asteriscophora subsp. albiflora","Asterolasia asteriscophora subsp. albiflora","White Star-bush","Rutaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2896781","Asterolasia asteriscophora subsp. albiflora","Asterolasia","Rutaceae","Sapindales","Equisetopsida","Charophyta","Plantae","White Starbush","exactMatch",
"Cyclophyllum costatum","Cyclophyllum costatum","a shrub","Rubiaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2896301","Cyclophyllum costatum","Cyclophyllum","Rubiaceae","Gentianales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Hypocalymma sp. Cascade (R.Bruhn 20896)","Hypocalymma sp. Cascade (R.Bruhn 20896)","-","Myrtaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2886939","Hypocalymma sp. Cascade (R.Bruhn 20896 CAS)","Hypocalymma","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Hypotaenidia philippensis andrewsi","Hypotaenidia philippensis andrewsi","Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan","Rallidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/a7ee0bea-3061-4277-975f-a6b512078689","Hypotaenidia philippensis andrewsi","Hypotaenidia","Rallidae","Gruiformes","Aves","Chordata","Animalia","Cocos Keeling Buff-banded Rail","exactMatch",
"Acacia atrox","Acacia atrox","Myall Creek Wattle","Fabaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2894816","Acacia atrox","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Myall Creek Wattle","exactMatch",
"Corymbia leptoloma","Corymbia leptoloma","Yellowjacket","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2900036","Corymbia leptoloma","Corymbia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Yellowjacket","exactMatch",
"Sminthopsis douglasi","Sminthopsis douglasi","Julia Creek Dunnart","Dasyuridae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/2b7abc36-1341-4566-a887-a72b54381ddd","Sminthopsis douglasi","Sminthopsis","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Animalia","Julia Creek Dunnart","exactMatch",
"Diuris basaltica","Diuris basaltica","Small Golden Moths Orchid, Early Golden Moths","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51404167","Diuris basaltica","Diuris","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Small Golden Moths Orchid","exactMatch",
"Eremophila pinnatifida","Eremophila pinnatifida","Pinnate-leaf Eremophila","Myoporaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2917660","Eremophila pinnatifida","Eremophila","Scrophulariaceae","Lamiales","Equisetopsida","Charophyta","Plantae","Dalwallinu Eremophila","exactMatch",
"Pristis clavata","Pristis clavata","Dwarf Sawfish, Queensland Sawfish","Pristidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/89b65b8d-5fc6-421d-8311-63265fd6eacf","Pristis clavata","Pristis","Pristidae","Rhinopristiformes","Chondrichthyes","Chordata","Animalia","Dwarf Sawfish","exactMatch",
"Gastrolobium argyrotrichum","Gastrolobium argyrotrichum","Metricup Pea","Fabaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51285595","Gastrolobium argyrotrichum","Gastrolobium","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Metricup Pea","exactMatch",
"Phreatia paleata","Phreatia paleata","White Lace Orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51458685","Eria paleata","Eria","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Caladenia caesarea subsp. maritima","Caladenia caesarea subsp. maritima","Cape Spider-orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51398861","Caladenia caesarea subsp. maritima","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Cape Mustard Orchid","exactMatch",
"Perameles bougainville fasciata","Perameles bougainville fasciata","Western Barred Bandicoot (eastern), Liverpool Plains Striped Bandicoot","Peramelidae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/2312bcff-fa26-4a88-a63e-bbad04c1a478","Perameles fasciata","Perameles","Peramelidae","Peramelemorphia","Mammalia","Chordata","Animalia",,"exactMatch",
"Banksia ionthocarpa","Banksia ionthocarpa","Kamballup Dryandra","Proteaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2887290","Banksia ionthocarpa","Banksia","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Kamballup Dryandra","exactMatch",
"Euphrasia collina subsp. osbornii","Euphrasia collina subsp. osbornii","Osborn's Eyebright","Scrophulariaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2910894","Euphrasia collina subsp. osbornii","Euphrasia","Scrophulariaceae","Lamiales","Equisetopsida","Charophyta","Plantae","Osborn's Eyebright","exactMatch",
"Genoplesium rhyoliticum","Genoplesium rhyoliticum","Pambula Midge-orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51441330","Corunastylis rhyolitica","Corunastylis","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Rhyolite Midge Orchid","exactMatch",
"Goodenia arthrotricha","Goodenia arthrotricha","-","Goodeniaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2898367","Goodenia arthrotricha","Goodenia","Goodeniaceae","Asterales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Spyridium furculentum","Spyridium furculentum","Forked Spyridium","Rhamnaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2920269","Spyridium furculentum","Spyridium","Rhamnaceae","Rosales","Equisetopsida","Charophyta","Plantae","Forked Spyridium","exactMatch",
"Acacia insolita subsp. recurva","Acacia insolita subsp. recurva","Yornaning Wattle","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2900706","Acacia insolita subsp. recurva","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Yornaning Wattle","exactMatch",
"Verticordia fimbrilepis subsp. australis","Verticordia fimbrilepis subsp. australis","Southern Shy Featherflower","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2896437","Verticordia fimbrilepis subsp. australis","Verticordia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Southern Shy Featherflower","exactMatch",
"Wurmbea tubulosa","Wurmbea tubulosa","Long-flowered Nancy","Liliaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2896606","Wurmbea tubulosa","Wurmbea","Colchicaceae","Liliales","Equisetopsida","Charophyta","Plantae","Long-flowered Nancy","exactMatch",
"Caladenia intuta","Caladenia intuta","Ghost Spider-orchid","Orchidaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51399111","Caladenia intuta","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Ghost Spiderorchid","exactMatch",
"Genoplesium vernale","Genoplesium vernale","East Lynne Midge-orchid","Orchidaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51441426","Corunastylis vernalis","Corunastylis","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","East Lynne Midge Orchid","exactMatch",
"Hibbertia praemorsa","Hibbertia praemorsa","Bundanoon Guinea-flower","Dilleniaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2916364","Hibbertia praemorsa","Hibbertia","Dilleniaceae",,"Equisetopsida","Charophyta","Plantae","Bundanoon Guinea Flower","exactMatch",
"Rattus macleari","Rattus macleari","Maclear's Rat, Christmas Island Rat","Muridae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/69f112e8-3fb0-4ef4-a776-8b228b807d8d","Rattus macleari","Rattus","Muridae","Rodentia","Mammalia","Chordata","Animalia","Maclear's Rat","exactMatch",
"Deyeuxia talariata","Deyeuxia talariata","Skirted Bent-grass","Poaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2913997","Deyeuxia talariata","Deyeuxia","Poaceae","Poales","Equisetopsida","Charophyta","Plantae","Skirted Bent-grass","exactMatch",
"Pultenaea maidenii","Pultenaea maidenii","Maiden's Bush-pea","Fabaceae","Extinct","Extinct","Extinct","","https://id.biodiversity.org.au/node/apni/2917771","Pultenaea maidenii","Pultenaea","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Maidens Bush-pea","exactMatch",
"Pseudomugil mellis","Pseudomugil mellis","Honey Blue Eye, Honey Blue-eye","Pseudomugilidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/1243bf40-dbce-477f-8a63-5e81c4ba38ef","Pseudomugil mellis","Pseudomugil","Pseudomugilidae","Atheriniformes","Actinopterygii","Chordata","Animalia","Honey Blue Eye","exactMatch",
"Calamanthus pyrrhopygius parkeri","Calamanthus pyrrhopygius parkeri","Chestnut-rumped Heathwren (Mt Lofty Ranges)","Acanthizidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/bfaea3ea-fc52-4d22-a1fe-836383804c5e","Hylacola pyrrhopygia parkeri","Hylacola","Acanthizidae","Passeriformes","Aves","Chordata","Animalia",,"exactMatch",
"Rhincodon typus","Rhincodon typus","Whale Shark","Rhincodontidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/6904e129-8196-4a7e-99d6-2db05adb58dc","Rhincodon typus","Rhincodon","Rhincodontidae","Orectolobiformes","Chondrichthyes","Chordata","Animalia","Whale Shark","exactMatch",
"Oligosoma lichenigerum","Oligosoma lichenigerum","Lord Howe and Norfolk Islands Skink, Lord Howe Island Skink","Scincidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/803be932-5e9e-48a1-a025-ba68962864f9","Oligosoma lichenigerum","Oligosoma","Scincidae","Squamata","Reptilia","Chordata","Animalia","Lord Howe Island Skink","exactMatch",
"Acacia lanigera var. gracilipes","Acacia lanigera var. gracilipes","-","Fabaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2899726","Acacia lanigera var. gracilipes","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Woolly Wattle","exactMatch",
"Allocasuarina simulans","Allocasuarina simulans","Nabiac Casuarina","Casuarinaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2901300","Allocasuarina simulans","Allocasuarina","Casuarinaceae","Fagales","Equisetopsida","Charophyta","Plantae","Nabiac Casuarina","exactMatch",
"Glyphis glyphis","Glyphis glyphis","Speartooth Shark","Carcharhinidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/2a971680-b934-4709-86e7-80c5f3b9cf1b","Glyphis glyphis","Glyphis","Carcharhinidae","Carcharhiniformes","Chondrichthyes","Chordata","Animalia","Speartooth Shark","exactMatch",
"Brachyscome papillosa","Brachyscome papillosa","Mossgiel Daisy","Asteraceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2915300","Brachyscome papillosa","Brachyscome","Asteraceae","Asterales","Equisetopsida","Charophyta","Plantae","Mossgiel Daisy","exactMatch",
"Xylopia monosperma","Xylopia monosperma","a shrub","Annonaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2903202","Xylopia monosperma","Xylopia","Annonaceae","Magnoliales","Equisetopsida","Charophyta","Plantae","Xylopia","exactMatch",
"Acacia handonis","Acacia handonis","Hando's Wattle, Percy Grant Wattle","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2898416","Acacia handonis","Acacia","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Hando's Wattle","exactMatch",
"Eucalyptus kabiana","Eucalyptus kabiana","Mount Beerwah Mallee","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2908249","Eucalyptus kabiana","Eucalyptus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Mt. Beerwah Mallee","exactMatch",
"Eucalyptus parvula","Eucalyptus parvula","Small-leaved Gum","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2886569","Eucalyptus parvula","Eucalyptus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Small-leaved Gum","exactMatch",
"Eucalyptus gunnii subsp. divaricata","Eucalyptus gunnii subsp. divaricata","Miena Cider Gum","Myrtaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/7635790","Eucalyptus gunnii subsp. divaricata","Eucalyptus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Miena Cider Gum","exactMatch",
"Pristis pristis","Pristis pristis","Largetooth Sawfish, Freshwater Sawfish, River Sawfish, Leichhardt's Sawfish, Northern Sawfish","Pristidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/7c138bfe-7dc0-42ca-8969-eeebf78fa806","Pristis pristis","Pristis","Pristidae","Rhinopristiformes","Chondrichthyes","Chordata","Animalia","Freshwater Sawfish","exactMatch",
"Pipistrellus murrayi","Pipistrellus murrayi","Christmas Island Pipistrelle","Vespertilionidae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/898acfa0-1ff7-48b4-80bc-af9cb375616e","Pipistrellus murrayi","Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia","Christmas Island Pipistrelle","exactMatch",
"Borya mirabilis","Borya mirabilis","Grampians Pincushion-lily","Boryaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2900081","Borya mirabilis","Borya","Boryaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Grampians Pincushionlily","exactMatch",
"Verticordia pityrhops","Verticordia pityrhops","Little Pine Verticordia, Pine-like Featherflower","Myrtaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2915544","Verticordia pityrhops","Verticordia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Pinelike Featherflower","exactMatch",
"Grevillea maccutcheonii","Grevillea maccutcheonii","McCutcheon's Grevillea","Proteaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2902224","Grevillea maccutcheonii","Grevillea","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Mccutcheon's Grevillea","exactMatch",
"Cherax robustus","Cherax robustus","Sand Yabby","Parastacidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/e7327128-839c-4f35-af8d-9f538f26309e","Cherax robustus","Cherax","Parastacidae","Decapoda","Malacostraca","Arthropoda","Animalia",,"exactMatch",
"Thylacinus cynocephalus","Thylacinus cynocephalus","Thylacine, Tasmanian Tiger","Thylacinidae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/bc150e0a-660a-48bc-be74-bca735d54179","Thylacinus cynocephalus","Thylacinus","Thylacinidae","Dasyuromorphia","Mammalia","Chordata","Animalia","Thylacine","exactMatch",
